Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],feature_1,feature_2,feature_3,feature_4,Type_M,Type_L,Type_H
-1.4095729961070982,-1.0250702548868456,-0.9716480269840133,1.4060482059469164,-1.00877832016447,-1.2867850861656975,-0.6926713193645855,-1.0574450162547806,-0.6976291823554365,1,0,0
-1.1600004970398052,-0.21677475056527473,0.44233253835037123,-0.9021337772953613,-1.3683792479794583,-0.7920578785488005,0.3471735409391127,-1.3185223462981837,-1.2965923018934982,0,0,1
-0.9104279979725123,-1.4965759657410918,0.2291132467523291,-0.5594342688663769,0.30454680750766105,-1.190294468105001,0.10486312523251995,0.3480219381342731,0.027997020402585962,1,0,0
0.4372634969908641,0.5241627950628541,-0.3432122201687313,-0.10586139006330923,-1.5247274774642356,0.4866459285359112,-0.20250798300733122,-1.4926267787591496,-1.3783331511481043,0,1,0
0.03794749848321803,0.32208891898245184,-0.25343567633797676,1.0935868894381362,0.054389640332017056,0.15907498207828358,-0.5348333551411447,0.003045308120215418,0.4748939738273373,0,1,0
0.23760549773704107,-0.14941679187179455,-0.1692701664966443,0.24691751567241008,0.14819857802288355,0.0757483306555782,-0.2954762513091494,0.10920340369877826,0.23622478725375917,0,1,0
0.537092496617804,0.5241627950628541,-1.4766410860320078,1.577397960161409,0.9612093713437266,0.5467687915937769,-0.7856161258391979,0.49575292011994476,1.800857387985891,0,1,0
1.235895494006213,1.2651003406909447,-1.0277583668782349,0.9423959298371137,0.14819857802288355,1.2894737924985464,-0.6089589752458178,-0.06828198613514846,0.5206618027849811,0,1,0
-0.16171050077063337,0.389446877675932,-0.32637911820046484,-0.2066553631306576,0.46089503699243856,0.06793313224008982,-0.16064889129308818,0.37000311847402034,0.3184941333785459,0,1,0
-1.3596584962936282,-0.8903543374999234,-0.17488120048606648,-0.075623198143105,1.242636184416326,-1.199434768232052,-0.18403151556157676,1.153264853097247,1.0735752283679694,0,1,0
-1.2598294966667167,-0.8903543374999234,-0.46665496793601885,0.498902448340781,-1.384014070927936,-1.1397181407353865,-0.4180555904937219,-1.365062563039173,-1.214499121392105,0,1,0
-1.2099149968532468,-1.1597861722737675,-0.39371152607353077,-0.33768752811821023,-0.6179077464525262,-1.2249985917619428,-0.11969323784888311,-0.6499058025944418,-0.6364644779131966,1,0,0
-0.9603424977859538,-0.8229963788064432,-0.8033170073013485,0.7912049702360912,-0.5866381005555708,-0.9317352056753466,-0.5430143949647979,-0.6714804748629533,-0.33437566691794135,1,0,0
-0.5610264992783078,-0.7556384201130013,1.0651573111762311,-1.3053096695647548,-1.1025872578553364,-0.6638808867143706,0.8053507118190218,-1.0054218979676115,-1.1624597962416512,1,0,0
0.3374344973639526,-0.3514906679521968,-0.5508204777773512,0.3779496806599627,-1.0400479660614255,0.048424153027125647,-0.3969188411307332,-1.0540045698957854,-0.8830258844148059,1,0,0
-1.2099149968532468,-1.0924282135803256,0.17861394084752966,-0.1764171712104534,-0.22703717274058247,-1.1962139005682362,-0.08101158492998613,-0.1922272885380264,-0.2607736694641172,1,0,0
-1.4095729961070982,-0.9577122961933653,-0.2871018802745097,0.6601728052485386,-0.14886305799819372,-1.2580390840730378,-0.4345164893065533,-0.1950926746986881,0.09328400043223475,0,0,1
0.786664995685097,-0.08205883317835266,1.1717669569752522,-0.9021337772953613,-0.38338540222535994,0.4345317093988793,0.5099550954827257,-0.20213220471277044,-0.6062696900635426,1,0,0
-0.7606844985321308,-0.41884862664567696,-0.9660369929945911,0.8718401486899703,-0.8055256218342592,-0.6390328115542073,-0.5848209235420939,-0.8810800023245036,-0.5548645611573054,1,0,0
0.537092496617804,0.7262366711432564,0.30766772260423936,-0.43848150118555856,1.0393834860861153,0.6341384540779739,0.06026272082130315,1.1075178228367175,0.6728689013970063,1,0,0
-0.7107699987186609,0.12001504290204959,-1.1736452506032111,1.053269300211197,-1.4934578315672802,-0.37805548030786185,-0.6522580927699986,-1.480966937496388,-1.3022296018420916,1,0,0
0.6369214962447155,0.6588787124497761,0.010282921164864829,-0.317528733504741,1.5396978204374034,0.6651767854088252,-0.05214518807734853,1.504368848672858,1.1624684019323535,0,1,0
1.1360664943793015,1.1303844233040226,-0.15243706452837782,-0.13609958198351346,0.5234343287863495,1.170659563122298,-0.1568701110170216,0.4719969850301683,0.4068235769480709,0,1,0
1.235895494006213,0.591520753756296,-1.1624231826243667,1.6983507278422265,-0.16449788094667145,0.9968874656806032,-0.7660744801937202,-0.3598573363522379,0.4288795129969429,0,1,0
1.03623749475239,0.9283105472236203,1.974144817462621,-1.7488031510610877,1.3520799450556704,1.0227027683674514,1.5642952510504164,1.9944787749490809,0.035854007205938246,0,1,0
-1.0102569975994238,-0.7556384201130013,-0.16365913250722217,-0.297369938891271,-0.2426719956890602,-0.9327798114041529,-0.09344031729351408,-0.26342568999031557,-0.31316532586135815,0,1,0
1.485467993073506,0.7935946298366983,-0.9884811289522798,0.7609667783158869,-0.0237844744103717,1.2351639668759817,-0.56286952445504,-0.2085966745285193,0.26198020139389594,0,1,0
0.1876909979235711,-0.21677475056527473,0.7958276796839674,-1.0029277503627096,0.4452602140439608,0.01672810697813081,0.49590671036404993,0.6250224867729103,-0.07343914554741876,0,1,0
1.1360664943793015,0.7262366711432564,-1.1175349107089896,1.3354924247997721,-0.696081861194915,0.995223834334728,-0.6987490438258159,-0.8032089196053448,-0.3326492438086846,1,0,0
0.3873489971774225,-0.21677475056527473,-1.5664176298627623,1.4967627817075297,0.9455745483952488,0.13654825298211073,-0.7839860618307718,0.45647035967516414,1.7338792179716647,1,0,0
-0.5111119994648379,0.05265708420860771,0.48160977627632634,-0.7106252284673995,1.6022371122313144,-0.28696199184600446,0.23892949883035633,1.7403021672856795,0.9259132028394979,0,1,0
